,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Month,Year
703,8029,1988,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,04,2014
704,968,1968,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0,12,2013
705,6988,1986,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,01,2013
706,4472,1970,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35682.0,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0,06,2014
707,6991,1951,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",43185.0,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0,04,2013
708,3336,1948,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",66375.0,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0,11,2013
709,4301,1971,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,01,2013
710,1940,1986,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0,07,2013
711,1272,1965,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",55250.0,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,3,11,0,10,2012
712,1388,1975,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,3,11,0,02,2013
713,1044,1953,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",58398.0,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,3,11,0,05,2013
714,6969,1982,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",50272.0,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,3,11,0,08,2013
715,10479,1975,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,3,11,0,12,2012
716,3619,1960,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",87305.0,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,3,11,1,09,2012
717,1715,1978,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",25851.0,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,3,11,0,02,2013
718,10159,1970,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",58710.0,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,3,11,0,03,2013
719,1463,1958,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",45160.0,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,03,2014
720,5114,1965,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",74806.0,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,3,11,0,12,2012
721,4990,1954,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",59111.0,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,3,11,0,05,2013
722,4329,1984,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",18988.0,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,05,2014
723,10936,1965,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",72190.0,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,3,11,0,02,2013
724,4692,1976,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",7500.0,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,3,11,1,08,2012
725,7212,1966,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",44794.0,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,06,2014
726,6086,1955,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,3,11,0,11,2013
727,437,1976,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",75012.0,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,3,11,0,01,2014
728,11171,1965,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",56962.0,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,3,11,0,10,2013
729,11101,1991,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,3,11,0,04,2013
730,5329,1949,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,3,11,0,09,2013
731,610,1953,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",53593.0,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,3,11,0,08,2012
732,9384,1978,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",66373.0,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,3,11,0,06,2013
733,5956,1948,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",45072.0,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,3,11,0,10,2013
734,10430,1973,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",89694.0,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,3,11,0,10,2013
735,7875,1949,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",72025.0,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,3,11,1,04,2014
736,7072,1973,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",67432.0,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,3,11,0,03,2013
737,6255,1952,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,3,11,0,06,2014
738,6516,1989,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",17487.0,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,3,11,0,03,2013
739,5564,1969,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,3,11,0,08,2012
740,5682,1953,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",64108.0,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,3,11,0,03,2013
741,7458,1956,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,3,11,0,03,2013
742,5237,1950,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",48767.0,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,3,11,0,01,2014
743,7761,1978,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",38702.0,1,0,71,13,11,24,13,8,40,2,3,0,4,6,0,0,0,0,0,0,3,11,0,08,2013
744,5278,1964,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",82224.0,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,3,11,0,01,2014
745,3560,1952,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,3,11,0,05,2013
746,7235,1975,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",17003.0,1,0,37,2,5,12,4,8,7,3,2,0,4,5,0,0,0,0,0,0,3,11,0,12,2013
747,10548,1995,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,03,2014
748,2281,1970,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",33697.0,1,0,34,4,3,7,0,3,11,1,1,0,2,7,1,0,0,0,0,0,3,11,0,09,2013
749,4073,1954,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",63564.0,0,0,0,769,80,252,15,34,65,1,10,10,7,6,1,0,0,0,0,0,3,11,1,01,2014
750,6974,1972,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",83443.0,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,3,11,0,12,2013
751,7938,1958,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",51518.0,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,3,11,0,10,2013
752,7094,1975,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",58330.0,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,12,2013
753,3667,1969,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",80952.0,0,0,20,778,178,689,41,27,44,1,8,5,11,8,0,1,1,1,0,0,3,11,1,02,2013
754,7723,1979,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,3,11,0,05,2014
755,3870,1978,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,0,0,0,0,0,0,3,11,0,02,2013
756,4012,1972,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",62220.0,0,1,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,0,3,11,1,08,2012
757,5909,1964,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,0,0,0,0,0,0,3,11,0,09,2013
758,10470,1979,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",40662.0,1,0,0,40,2,23,0,4,23,2,2,1,3,4,0,0,0,0,0,0,3,11,0,03,2013
759,6488,1959,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",38829.0,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,3,11,0,04,2014
760,10270,1981,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",35523.0,1,0,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,10,2013
761,6887,1967,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,3,11,0,04,2014
762,6406,1988,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,3,11,0,10,2013
763,7573,1978,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,0,3,11,1,05,2013
764,4508,1952,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",75127.0,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,3,11,0,05,2014
765,221,1955,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",48726.0,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,3,11,0,04,2013
766,5331,1977,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",74985.0,0,0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,3,11,0,09,2012
767,1911,1987,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",67430.0,0,0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,3,11,0,09,2012
768,20,1965,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,3,11,0,09,2013
769,8786,1956,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",62058.0,0,1,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,3,11,0,05,2013
770,10582,1979,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",72063.0,0,1,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,3,11,0,07,2013
771,1915,1951,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",78939.0,0,0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,3,11,0,12,2013
772,8897,1965,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,3,11,1,04,2013
773,2371,1972,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",33622.0,1,1,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,3,11,0,04,2013
774,4303,1957,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",6835.0,0,1,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,3,11,0,12,2012
775,6825,1953,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",41452.0,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,03,2013
776,1072,1965,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,3,11,0,08,2013
777,4964,1958,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",74250.0,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,3,11,0,01,2014
778,2461,1955,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",51124.0,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,3,11,0,12,2013
779,10736,1971,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,3,11,0,09,2013
780,3194,1974,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",71466.0,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,3,11,0,04,2014
781,10839,1976,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",36283.0,1,1,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,3,11,0,04,2014
782,49,1970,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",20587.0,1,0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,3,11,0,05,2014
783,4290,1972,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",30467.0,1,0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,03,2014
784,10219,1972,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",31590.0,1,0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,3,11,0,06,2013
785,4211,1986,"[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",20425.0,1,0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,3,11,0,10,2012
786,1135,1960,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",17144.0,1,1,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,3,11,0,02,2014
787,6299,1968,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,01,2013
788,10846,1978,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",43783.0,1,0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,05,2014
789,347,1976,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,3,11,0,09,2012
790,6543,1945,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",62847.0,0,0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,3,11,0,01,2013
791,10446,1957,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",82017.0,0,0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,3,11,1,11,2012
792,3479,1950,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",16813.0,0,0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,3,11,0,07,2013
793,11075,1978,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",51267.0,1,1,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,3,11,0,10,2013
794,4442,1961,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",46524.0,0,1,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,3,11,0,04,2013
795,199,1962,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",45183.0,0,0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,3,11,0,01,2013
796,6722,1954,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",70421.0,0,1,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,3,11,0,06,2014
797,796,1965,"[1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,3,11,0,10,2012
798,3749,1973,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",73926.0,0,0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,3,11,0,03,2013
799,8523,1968,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",19329.0,1,0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,3,11,0,12,2013
800,310,1970,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",61872.0,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,3,11,0,12,2013
801,8629,1956,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",46984.0,1,1,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,3,11,0,03,2013
802,236,1951,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,3,11,0,01,2013
803,9930,1944,"[0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",82716.0,0,0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,3,11,0,11,2013
804,3483,1958,"[0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",48192.0,0,0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,3,11,1,04,2013
805,4599,1976,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,3,11,0,11,2013
806,7326,1971,"[0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",56850.0,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,3,11,0,03,2014
